"","SEQN","HOD010","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220","file_name","cycle","begin_year","end_year"
"1165",11130,3,NA,1,6,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1166",11131,4,99,99,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1167",11132,2,NA,1,7,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1168",11133,4,1,3,4,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1169",11134,2,NA,1,8,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1170",11135,5,NA,6,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1171",11136,2,NA,4,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1172",11137,2,NA,1,8,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1173",11138,3,NA,6,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1174",11139,1,NA,99,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1175",11140,4,3,6,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1176",11141,1,NA,99,5,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1177",11142,4,7,99,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1178",11143,2,NA,3,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1179",11144,2,NA,1,8,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1180",11145,4,5,2,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1181",11146,2,NA,4,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1182",11147,4,1,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1183",11148,4,3,99,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1184",11149,4,4,3,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1185",11150,2,NA,3,6,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1186",11151,2,NA,4,8,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1187",11152,2,NA,5,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1188",11153,1,NA,2,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1189",11154,1,NA,1,5,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1190",11155,3,NA,6,6,4,2,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1191",11156,2,NA,3,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1192",11157,2,NA,2,8,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1193",11158,4,1,2,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1194",11159,2,NA,6,5,3,2,1,2,2,NA,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1195",11160,2,NA,2,7,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1196",11161,2,NA,4,5,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1197",11162,4,6,1,5,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1198",11163,2,NA,3,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1199",11164,1,NA,1,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1200",11165,4,3,99,6,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1201",11166,4,4,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1202",11167,5,NA,1,9,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1203",11168,4,5,5,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1204",11169,2,NA,1,6,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1205",11170,4,6,99,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1206",11171,2,NA,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1207",11172,3,NA,3,5,2,1,1,1,1,2,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1208",11173,2,NA,1,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1209",11174,4,4,1,6,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1210",11175,4,4,99,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1211",11176,4,7,99,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1212",11177,1,NA,3,5,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1213",11178,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1214",11179,2,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1215",11180,4,6,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1216",11181,4,4,6,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1217",11182,2,NA,6,5,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1218",11183,2,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1219",11184,4,3,99,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1220",11185,3,NA,5,8,5,1,1,2,1,1,1,1,2,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1221",11186,1,NA,1,6,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1222",11187,4,5,6,3,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1223",11188,2,NA,3,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1224",11189,4,7,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1225",11190,2,NA,3,6,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1226",11191,4,3,2,4,2,2,1,2,2,NA,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1227",11192,2,NA,6,6,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1228",11193,4,6,3,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1229",11194,3,NA,2,5,3,1,1,1,1,1,1,2,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1230",11195,2,NA,6,6,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1231",11196,2,NA,99,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1232",11197,6,NA,1,1,1,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1233",11198,2,NA,4,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1234",11199,2,NA,99,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1235",11200,2,NA,1,8,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1236",11201,2,NA,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1237",11202,3,NA,6,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1238",11203,4,5,99,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1239",11204,2,NA,1,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1240",11205,3,NA,6,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1241",11206,4,5,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1242",11207,3,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1243",11208,2,NA,3,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1244",11209,2,NA,2,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1245",11210,3,NA,99,3,1,2,1,2,1,1,2,NA,NA,1,2,2,"HOQ_B","2001-2002",2001,2002
"1246",11211,4,3,4,6,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1247",11212,2,NA,2,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1248",11213,2,NA,6,7,3,3,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1249",11214,2,NA,4,8,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1250",11215,4,5,99,5,5,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1251",11216,2,NA,6,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1252",11217,2,NA,4,7,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1253",11218,1,NA,99,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1254",11219,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1255",11220,1,NA,1,7,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1256",11221,2,NA,3,9,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1257",11222,4,7,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1258",11223,2,NA,1,10,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1259",11224,2,NA,6,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1260",11225,4,6,1,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1261",11226,2,NA,3,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1262",11227,3,NA,2,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1263",11228,2,NA,99,8,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1264",11229,2,NA,1,11,3,1,1,1,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1265",11230,2,NA,99,10,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1266",11231,2,NA,3,9,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1267",11232,3,NA,3,7,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1268",11233,2,NA,3,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1269",11234,3,NA,2,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1270",11235,4,3,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1271",11236,2,NA,6,11,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1272",11237,4,3,99,5,2,2,1,2,2,NA,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1273",11238,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1274",11239,4,6,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1275",11240,2,NA,2,11,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1276",11241,2,NA,6,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1277",11242,4,5,1,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1278",11243,2,NA,4,6,2,1,1,1,2,NA,1,2,NA,1,2,1,"HOQ_B","2001-2002",2001,2002
"1279",11244,4,7,4,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1280",11245,4,3,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1281",11246,2,NA,4,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1282",11247,3,NA,6,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1283",11248,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1284",11249,3,NA,3,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1285",11250,2,NA,99,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1286",11251,2,NA,2,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1287",11252,2,NA,1,7,3,1,2,2,2,NA,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1288",11253,2,NA,3,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1289",11254,4,3,3,4,3,2,1,2,2,NA,2,NA,NA,1,2,2,"HOQ_B","2001-2002",2001,2002
"1290",11255,2,NA,1,13,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1291",11256,2,NA,3,7,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1292",11257,7,NA,99,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1293",11258,4,7,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1294",11259,2,NA,2,8,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1295",11260,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1296",11261,4,5,1,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1297",11262,2,NA,3,10,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1298",11263,2,NA,1,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1299",11264,2,NA,4,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1300",11265,4,4,3,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1301",11266,1,NA,1,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1302",11267,2,NA,3,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1303",11268,2,NA,99,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1304",11269,2,NA,99,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1305",11270,2,NA,6,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1306",11271,2,NA,3,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1307",11272,2,NA,4,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1308",11273,2,NA,2,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1309",11274,2,NA,1,6,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1310",11275,2,NA,2,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1311",11276,2,NA,4,9,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1312",11277,3,NA,2,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1313",11278,3,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1314",11279,2,NA,2,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1315",11280,2,NA,3,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1316",11281,6,NA,1,1,1,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1317",11282,2,NA,1,10,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1318",11283,2,NA,3,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1319",11284,2,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1320",11285,4,6,2,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1321",11286,3,NA,6,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1322",11287,4,4,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1323",11288,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1324",11289,2,NA,6,8,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1325",11290,4,3,99,6,1,2,1,2,1,9,2,NA,NA,2,NA,9,"HOQ_B","2001-2002",2001,2002
"1326",11291,4,1,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1327",11292,2,NA,4,4,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1328",11293,2,NA,5,6,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1329",11294,1,NA,2,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1330",11295,4,7,2,3,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1331",11296,2,NA,3,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1332",11297,4,6,99,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1333",11298,2,NA,2,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1334",11299,4,99,99,777,77,2,1,2,2,NA,2,NA,NA,2,NA,9,"HOQ_B","2001-2002",2001,2002
"1335",11300,3,NA,2,5,2,1,1,1,1,2,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1336",11301,2,NA,3,5,3,1,1,2,2,NA,1,2,NA,1,2,2,"HOQ_B","2001-2002",2001,2002
"1337",11302,2,NA,2,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1338",11303,4,5,3,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1339",11304,2,NA,1,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1340",11305,4,5,99,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1341",11306,2,NA,2,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1342",11307,2,NA,99,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1343",11308,2,NA,2,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1344",11309,1,NA,4,5,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1345",11310,2,NA,2,6,4,1,1,2,2,NA,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1346",11311,2,NA,99,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1347",11312,2,NA,5,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1348",11313,2,NA,1,7,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1349",11314,4,4,6,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1350",11315,2,NA,99,6,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1351",11316,2,NA,2,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1352",11317,2,NA,3,10,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1353",11318,2,NA,99,9,1,2,1,2,2,NA,1,2,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1354",11319,2,NA,5,9,4,1,1,2,2,NA,2,NA,NA,1,2,2,"HOQ_B","2001-2002",2001,2002
"1355",11320,3,NA,1,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1356",11321,2,NA,4,8,1,1,1,2,1,2,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"1357",11322,4,7,2,3,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1358",11323,1,NA,1,5,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1359",11324,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1360",11325,6,NA,3,13,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1361",11326,2,NA,5,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1362",11327,2,NA,99,6,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1363",11328,2,NA,1,13,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1364",11329,4,4,99,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1365",11330,2,NA,2,8,4,1,1,1,1,2,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1366",11331,2,NA,1,8,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1367",11332,4,4,99,4,4,2,1,1,1,1,1,1,1,2,NA,2,"HOQ_B","2001-2002",2001,2002
"1368",11333,2,NA,2,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1369",11334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"1370",11335,2,NA,3,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
