"","SEQN","HOD011","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220","file_name","cycle","begin_year","end_year"
"2109",23113,2,NA,3,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2110",23114,2,NA,1,8,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2111",23115,3,NA,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2112",23116,2,NA,99,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2113",23117,2,NA,6,9,5,1,1,2,2,NA,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2114",23118,2,NA,2,8,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2115",23119,4,7,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2116",23120,2,NA,2,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2117",23121,4,4,99,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2118",23122,2,NA,99,7,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2119",23123,1,NA,1,4,3,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2120",23124,2,NA,99,7,1,3,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2121",23125,4,5,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2122",23126,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2123",23127,2,NA,3,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2124",23128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2125",23129,2,NA,99,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2126",23130,2,NA,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2127",23131,2,NA,6,6,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2128",23132,2,NA,5,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2129",23133,2,NA,4,5,2,1,1,2,2,NA,1,2,NA,1,2,1,"HOQ_C","2003-2004",2003,2004
"2130",23134,2,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2131",23135,4,5,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2132",23136,2,NA,3,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2133",23137,2,NA,6,7,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2134",23138,2,NA,4,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2135",23139,4,1,99,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2136",23140,3,NA,6,9,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2137",23141,3,NA,6,6,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2138",23142,2,NA,3,8,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2139",23143,1,NA,2,5,2,2,1,2,2,NA,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2140",23144,2,NA,4,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2141",23145,2,NA,99,5,1,2,1,2,1,1,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2142",23146,4,4,99,5,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2143",23147,4,1,99,4,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2144",23148,2,NA,3,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2145",23149,2,NA,6,7,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2146",23150,2,NA,6,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2147",23151,2,NA,99,7,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2148",23152,4,6,99,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2149",23153,4,1,99,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2150",23154,6,NA,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2151",23155,2,NA,6,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2152",23156,2,NA,99,6,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2153",23157,2,NA,99,6,3,1,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2154",23158,4,5,99,2,1,2,1,2,1,9,1,2,NA,9,NA,1,"HOQ_C","2003-2004",2003,2004
"2155",23159,4,5,1,6,2,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2156",23160,4,4,99,6,1,2,1,2,1,9,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2157",23161,2,NA,2,11,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2158",23162,2,NA,4,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2159",23163,2,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2160",23164,4,7,99,7,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2161",23165,2,NA,6,10,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2162",23166,2,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2163",23167,3,NA,2,5,2,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2164",23168,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2165",23169,4,7,5,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2166",23170,2,NA,6,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2167",23171,4,5,3,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2168",23172,2,NA,6,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2169",23173,2,NA,99,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2170",23174,2,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2171",23175,2,NA,4,9,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2172",23176,4,5,2,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2173",23177,1,NA,2,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2174",23178,2,NA,4,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2175",23179,3,NA,6,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2176",23180,2,NA,99,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2177",23181,2,NA,3,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2178",23182,2,NA,6,8,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2179",23183,2,NA,4,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2180",23184,2,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2181",23185,4,5,1,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2182",23186,2,NA,3,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2183",23187,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2184",23188,2,NA,3,7,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2185",23189,4,3,99,4,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2186",23190,4,4,99,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2187",23191,2,NA,99,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2188",23192,6,NA,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2189",23193,2,NA,2,7,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2190",23194,1,NA,99,4,1,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2191",23195,2,NA,99,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2192",23196,4,1,4,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2193",23197,2,NA,2,6,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2194",23198,4,4,99,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2195",23199,2,NA,4,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2196",23200,2,NA,3,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2197",23201,4,3,99,7,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2198",23202,3,NA,99,4,2,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2199",23203,2,NA,4,2,1,2,1,2,9,NA,2,NA,NA,2,NA,9,"HOQ_C","2003-2004",2003,2004
"2200",23204,2,NA,3,8,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2201",23205,2,NA,2,5,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2202",23206,2,NA,3,7,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2203",23207,2,NA,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2204",23208,2,NA,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2205",23209,4,7,99,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2206",23210,3,NA,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2207",23211,4,1,99,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2208",23212,2,NA,1,8,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2209",23213,2,NA,6,6,2,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2210",23214,2,NA,3,8,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2211",23215,2,NA,2,9,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2212",23216,4,5,6,3,3,2,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2213",23217,2,NA,2,11,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2214",23218,2,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2215",23219,3,NA,99,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2216",23220,2,NA,2,6,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2217",23221,4,1,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2218",23222,2,NA,2,9,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2219",23223,2,NA,3,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2220",23224,2,NA,4,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2221",23225,2,NA,4,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2222",23226,4,5,3,5,1,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2223",23227,1,NA,2,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2224",23228,4,3,99,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2225",23229,3,NA,6,7,77,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2226",23230,2,NA,99,6,3,2,1,1,1,2,1,2,NA,1,1,2,"HOQ_C","2003-2004",2003,2004
"2227",23231,2,NA,3,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2228",23232,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2229",23233,2,NA,99,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2230",23234,2,NA,99,8,3,1,1,2,1,2,1,2,NA,1,2,2,"HOQ_C","2003-2004",2003,2004
"2231",23235,2,NA,99,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2232",23236,2,NA,3,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2233",23237,2,NA,99,7,1,2,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2234",23238,2,NA,99,9,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2235",23239,2,NA,5,5,3,1,1,2,1,2,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2236",23240,2,NA,3,6,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2237",23241,4,4,99,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2238",23242,1,NA,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2239",23243,2,NA,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2240",23244,2,NA,4,5,2,1,1,2,1,2,1,2,NA,1,2,2,"HOQ_C","2003-2004",2003,2004
"2241",23245,4,4,99,5,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2242",23246,3,NA,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2243",23247,2,NA,4,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2244",23248,4,4,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2245",23249,2,NA,99,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2246",23250,2,NA,5,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2247",23251,4,99,99,2,1,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2248",23252,1,NA,1,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2249",23253,2,NA,4,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2250",23254,2,NA,6,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2251",23255,2,NA,99,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2252",23256,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2253",23257,3,NA,6,9,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2254",23258,4,7,4,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2255",23259,2,NA,99,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2256",23260,3,NA,99,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2257",23261,2,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2258",23262,2,NA,1,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2259",23263,2,NA,4,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2260",23264,3,NA,2,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2261",23265,2,NA,2,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2262",23266,3,NA,1,10,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2263",23267,2,NA,1,5,4,1,1,1,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2264",23268,4,7,2,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2265",23269,2,NA,1,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2266",23270,1,NA,1,5,3,3,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2267",23271,4,3,6,5,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2268",23272,2,NA,99,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2269",23273,3,NA,3,5,4,1,1,1,1,1,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2270",23274,3,NA,1,6,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2271",23275,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2272",23276,2,NA,6,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2273",23277,6,NA,3,999,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2274",23278,2,NA,1,5,2,1,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2275",23279,2,NA,6,11,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2276",23280,2,NA,6,6,4,2,1,2,1,1,2,NA,NA,1,2,1,"HOQ_C","2003-2004",2003,2004
"2277",23281,3,NA,99,5,3,2,1,2,1,1,1,2,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2278",23282,2,NA,4,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2279",23283,2,NA,3,7,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2280",23284,4,6,99,4,5,2,1,2,1,2,2,NA,NA,2,NA,2,"HOQ_C","2003-2004",2003,2004
"2281",23285,2,NA,2,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2282",23286,3,NA,99,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2283",23287,2,NA,4,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2284",23288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2285",23289,2,NA,3,6,3,1,1,2,1,2,1,1,1,1,2,2,"HOQ_C","2003-2004",2003,2004
"2286",23290,2,NA,4,8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2287",23291,2,NA,5,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2288",23292,1,NA,99,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2289",23293,2,NA,1,6,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2290",23294,2,NA,6,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2291",23295,4,6,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2292",23296,3,NA,6,6,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2293",23297,4,7,99,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2294",23298,2,NA,3,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2295",23299,2,NA,4,8,3,1,1,1,1,2,2,NA,NA,1,2,1,"HOQ_C","2003-2004",2003,2004
"2296",23300,4,6,99,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2297",23301,2,NA,3,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2298",23302,5,NA,5,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2299",23303,2,NA,3,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2300",23304,1,NA,1,6,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2301",23305,2,NA,5,10,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2302",23306,4,7,2,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2303",23307,2,NA,6,11,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2304",23308,2,NA,3,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2305",23309,2,NA,4,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2306",23310,4,6,1,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2307",23311,3,NA,6,12,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2308",23312,2,NA,3,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2309",23313,2,NA,1,8,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2310",23314,2,NA,4,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2311",23315,2,NA,5,7,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2312",23316,2,NA,1,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2313",23317,2,NA,4,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2314",23318,2,NA,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
"2315",23319,4,4,1,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_C","2003-2004",2003,2004
