"","SEQN","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","file_name","cycle","begin_year","end_year"
"2534",44008,6,8,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2535",44009,3,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2536",44010,3,7,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2537",44011,1,9,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2538",44012,3,6,3,1,2,2,"HOQ_E","2007-2008",2007,2008
"2539",44013,4,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2540",44014,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2541",44015,6,1,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2542",44016,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2543",44017,1,7,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2544",44018,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2545",44019,2,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2546",44020,99,3,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"2547",44021,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2548",44022,3,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2549",44023,99,4,2,2,9,2,"HOQ_E","2007-2008",2007,2008
"2550",44024,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2551",44025,1,9,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2552",44026,1,8,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2553",44027,2,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2554",44028,99,6,3,2,9,2,"HOQ_E","2007-2008",2007,2008
"2555",44029,3,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2556",44030,3,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2557",44031,2,9,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2558",44032,99,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2559",44033,1,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2560",44034,2,11,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2561",44035,99,2,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2562",44036,6,13,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2563",44037,99,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2564",44038,99,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2565",44039,6,4,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2566",44040,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2567",44041,2,10,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2568",44042,99,4,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2569",44043,2,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2570",44044,2,4,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2571",44045,1,3,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2572",44046,1,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2573",44047,2,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2574",44048,99,4,3,2,3,2,"HOQ_E","2007-2008",2007,2008
"2575",44049,99,9,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2576",44050,99,4,2,1,2,1,"HOQ_E","2007-2008",2007,2008
"2577",44051,4,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2578",44052,3,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2579",44053,4,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2580",44054,99,5,1,2,2,1,"HOQ_E","2007-2008",2007,2008
"2581",44055,6,8,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"2582",44056,99,8,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2583",44057,6,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2584",44058,99,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2585",44059,3,5,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"2586",44060,1,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2587",44061,2,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2588",44062,99,6,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2589",44063,3,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2590",44064,2,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2591",44065,3,7,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"2592",44066,99,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2593",44067,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2594",44068,3,6,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2595",44069,3,12,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2596",44070,5,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2597",44071,1,7,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"2598",44072,2,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2599",44073,1,6,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"2600",44074,1,1,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2601",44075,4,8,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2602",44076,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2603",44077,99,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2604",44078,3,6,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2605",44079,1,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2606",44080,3,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2607",44081,99,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2608",44082,6,5,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2609",44083,99,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2610",44084,99,4,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"2611",44085,3,5,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2612",44086,3,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2613",44087,2,12,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2614",44088,99,6,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2615",44089,4,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2616",44090,99,3,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2617",44091,4,2,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2618",44092,2,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2619",44093,3,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2620",44094,77,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2621",44095,3,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2622",44096,99,2,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2623",44097,1,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2624",44098,6,6,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2625",44099,99,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2626",44100,3,7,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2627",44101,4,6,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"2628",44102,2,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2629",44103,3,9,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2630",44104,2,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2631",44105,1,7,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"2632",44106,1,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2633",44107,6,9,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2634",44108,2,8,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2635",44109,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2636",44110,5,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2637",44111,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2638",44112,99,4,1,2,9,2,"HOQ_E","2007-2008",2007,2008
"2639",44113,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2640",44114,2,5,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2641",44115,2,4,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2642",44116,4,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2643",44117,3,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2644",44118,4,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2645",44119,3,7,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2646",44120,5,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2647",44121,6,10,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"2648",44122,1,7,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2649",44123,6,6,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2650",44124,6,7,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2651",44125,1,7,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2652",44126,4,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2653",44127,1,4,2,2,9,2,"HOQ_E","2007-2008",2007,2008
"2654",44128,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2655",44129,2,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2656",44130,1,10,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2657",44131,6,9,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2658",44132,3,4,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2659",44133,6,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2660",44134,6,13,1,1,3,1,"HOQ_E","2007-2008",2007,2008
"2661",44135,99,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2662",44136,99,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2663",44137,2,7,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2664",44138,1,5,1,1,1,1,"HOQ_E","2007-2008",2007,2008
"2665",44139,1,10,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"2666",44140,6,7,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2667",44141,5,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2668",44142,99,3,5,2,1,1,"HOQ_E","2007-2008",2007,2008
"2669",44143,99,6,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"2670",44144,2,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2671",44145,1,13,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2672",44146,3,5,2,1,2,2,"HOQ_E","2007-2008",2007,2008
"2673",44147,1,9,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2674",44148,99,3,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2675",44149,1,9,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2676",44150,4,11,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2677",44151,1,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2678",44152,3,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2679",44153,2,8,1,2,1,1,"HOQ_E","2007-2008",2007,2008
"2680",44154,6,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2681",44155,99,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2682",44156,2,6,3,3,1,2,"HOQ_E","2007-2008",2007,2008
"2683",44157,3,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2684",44158,4,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2685",44159,1,11,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2686",44160,99,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2687",44161,3,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2688",44162,3,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2689",44163,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2690",44164,3,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2691",44165,2,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2692",44166,99,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2693",44167,3,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2694",44168,99,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2695",44169,4,6,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2696",44170,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2697",44171,3,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2698",44172,4,7,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2699",44173,1,12,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2700",44174,4,8,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2701",44175,2,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2702",44176,2,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2703",44177,1,9,1,1,1,1,"HOQ_E","2007-2008",2007,2008
"2704",44178,99,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2705",44179,99,8,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2706",44180,99,5,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2707",44181,2,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2708",44182,1,5,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2709",44183,2,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2710",44184,1,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2711",44185,2,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2712",44186,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2713",44187,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2714",44188,99,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2715",44189,2,9,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2716",44190,99,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2717",44191,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2718",44192,1,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2719",44193,3,6,3,1,2,1,"HOQ_E","2007-2008",2007,2008
"2720",44194,1,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2721",44195,4,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2722",44196,3,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2723",44197,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2724",44198,1,11,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2725",44199,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2726",44200,1,6,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2727",44201,3,9,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2728",44202,1,5,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2729",44203,1,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2730",44204,2,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2731",44205,1,8,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2732",44206,2,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2733",44207,1,7,3,1,2,2,"HOQ_E","2007-2008",2007,2008
"2734",44208,3,6,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2735",44209,1,3,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2736",44210,1,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2737",44211,99,4,1,2,1,1,"HOQ_E","2007-2008",2007,2008
"2738",44212,3,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2739",44213,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2740",44214,99,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2741",44215,6,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2742",44216,1,6,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2743",44217,3,8,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2744",44218,2,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2745",44219,99,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2746",44220,6,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2747",44221,99,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2748",44222,1,5,3,1,3,9,"HOQ_E","2007-2008",2007,2008
"2749",44223,5,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2750",44224,4,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2751",44225,2,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2752",44226,2,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2753",44227,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2754",44228,3,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2755",44229,1,6,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"2756",44230,1,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2757",44231,6,10,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2758",44232,1,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2759",44233,2,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2760",44234,1,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2761",44235,4,10,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"2762",44236,1,5,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2763",44237,3,10,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2764",44238,3,7,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2765",44239,1,3,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2766",44240,2,3,3,1,2,2,"HOQ_E","2007-2008",2007,2008
"2767",44241,1,4,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2768",44242,99,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2769",44243,3,10,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2770",44244,5,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2771",44245,99,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2772",44246,1,12,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2773",44247,5,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2774",44248,3,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2775",44249,3,7,1,2,1,9,"HOQ_E","2007-2008",2007,2008
"2776",44250,99,4,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"2777",44251,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2778",44252,6,4,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2779",44253,2,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2780",44254,6,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2781",44255,1,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2782",44256,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2783",44257,1,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2784",44258,1,7,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2785",44259,2,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2786",44260,6,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2787",44261,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2788",44262,5,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2789",44263,1,4,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2790",44264,6,5,5,2,1,1,"HOQ_E","2007-2008",2007,2008
"2791",44265,6,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2792",44266,1,5,1,1,1,1,"HOQ_E","2007-2008",2007,2008
"2793",44267,3,4,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2794",44268,1,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2795",44269,6,9,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2796",44270,2,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2797",44271,99,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2798",44272,99,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2799",44273,99,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2800",44274,2,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2801",44275,6,10,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2802",44276,2,4,5,3,2,2,"HOQ_E","2007-2008",2007,2008
"2803",44277,6,8,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2804",44278,99,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2805",44279,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2806",44280,3,8,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"2807",44281,1,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2808",44282,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2809",44283,4,7,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2810",44284,4,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2811",44285,99,1,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2812",44286,2,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2813",44287,3,7,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2814",44288,99,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2815",44289,99,4,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2816",44290,99,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2817",44291,1,8,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2818",44292,1,6,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2819",44293,1,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2820",44294,1,7,5,1,9,1,"HOQ_E","2007-2008",2007,2008
"2821",44295,99,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2822",44296,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2823",44297,99,3,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"2824",44298,99,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2825",44299,2,9,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"2826",44300,99,5,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2827",44301,99,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2828",44302,3,5,5,1,1,9,"HOQ_E","2007-2008",2007,2008
"2829",44303,99,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2830",44304,2,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2831",44305,2,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2832",44306,1,8,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2833",44307,99,4,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"2834",44308,2,5,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2835",44309,4,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"2836",44310,6,13,1,2,1,1,"HOQ_E","2007-2008",2007,2008
"2837",44311,4,8,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2838",44312,1,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2839",44313,1,9,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"2840",44314,1,12,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2841",44315,5,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2842",44316,6,3,4,2,1,1,"HOQ_E","2007-2008",2007,2008
"2843",44317,1,8,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2844",44318,99,5,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"2845",44319,2,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2846",44320,6,10,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2847",44321,2,11,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2848",44322,6,6,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2849",44323,99,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2850",44324,3,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2851",44325,5,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2852",44326,2,8,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"2853",44327,3,5,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2854",44328,5,8,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2855",44329,4,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2856",44330,2,7,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"2857",44331,2,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2858",44332,1,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2859",44333,3,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"2860",44334,1,11,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2861",44335,6,8,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2862",44336,6,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2863",44337,2,4,2,2,2,2,"HOQ_E","2007-2008",2007,2008
"2864",44338,2,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2865",44339,3,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2866",44340,3,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2867",44341,1,8,1,2,1,1,"HOQ_E","2007-2008",2007,2008
"2868",44342,1,7,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2869",44343,3,5,4,1,2,2,"HOQ_E","2007-2008",2007,2008
"2870",44344,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"2871",44345,1,9,1,1,2,1,"HOQ_E","2007-2008",2007,2008
"2872",44346,3,3,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2873",44347,2,7,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2874",44348,6,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"2875",44349,99,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2876",44350,2,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2877",44351,1,7,1,1,1,1,"HOQ_E","2007-2008",2007,2008
"2878",44352,4,6,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"2879",44353,1,4,5,1,1,9,"HOQ_E","2007-2008",2007,2008
"2880",44354,1,6,5,3,1,2,"HOQ_E","2007-2008",2007,2008
"2881",44355,1,8,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2882",44356,99,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"2883",44357,99,2,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"2884",44358,1,7,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"2885",44359,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"2886",44360,2,5,3,2,2,2,"HOQ_E","2007-2008",2007,2008
"2887",44361,1,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"2888",44362,2,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"2889",44363,2,4,3,1,1,2,"HOQ_E","2007-2008",2007,2008
