"","SEQN","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","file_name","cycle","begin_year","end_year"
"882",52505,99,7,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"883",52506,6,6,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"884",52507,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"885",52508,1,5,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"886",52509,6,5,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"887",52510,1,9,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"888",52511,3,7,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"889",52512,1,6,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"890",52513,99,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"891",52514,1,5,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"892",52515,1,7,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"893",52516,4,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"894",52517,99,10,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"895",52518,3,9,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"896",52519,3,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"897",52520,99,4,1,2,9,1,"HOQ_F","2009-2010",2009,2010
"898",52521,6,7,1,1,2,1,"HOQ_F","2009-2010",2009,2010
"899",52522,99,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"900",52523,6,7,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"901",52524,6,10,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"902",52525,1,3,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"903",52526,6,5,1,2,2,2,"HOQ_F","2009-2010",2009,2010
"904",52527,99,5,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"905",52528,99,5,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"906",52529,3,6,5,1,2,2,"HOQ_F","2009-2010",2009,2010
"907",52530,6,10,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"908",52531,3,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"909",52532,3,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"910",52533,4,9,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"911",52534,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"912",52535,1,10,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"913",52536,3,6,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"914",52537,6,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"915",52538,1,7,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"916",52539,3,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"917",52540,6,9,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"918",52541,1,9,1,1,1,2,"HOQ_F","2009-2010",2009,2010
"919",52542,3,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"920",52543,1,6,3,1,2,1,"HOQ_F","2009-2010",2009,2010
"921",52544,4,7,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"922",52545,6,9,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"923",52546,2,6,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"924",52547,1,999,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"925",52548,3,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"926",52549,1,5,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"927",52550,2,6,4,1,2,1,"HOQ_F","2009-2010",2009,2010
"928",52551,99,7,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"929",52552,4,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"930",52553,99,4,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"931",52554,1,3,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"932",52555,5,7,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"933",52556,3,5,4,3,1,1,"HOQ_F","2009-2010",2009,2010
"934",52557,3,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"935",52558,1,5,4,1,2,1,"HOQ_F","2009-2010",2009,2010
"936",52559,1,5,1,2,2,2,"HOQ_F","2009-2010",2009,2010
"937",52560,2,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"938",52561,99,8,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"939",52562,99,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"940",52563,3,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"941",52564,2,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"942",52565,1,7,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"943",52566,3,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"944",52567,NA,NA,NA,NA,NA,NA,"HOQ_F","2009-2010",2009,2010
"945",52568,2,4,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"946",52569,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"947",52570,6,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"948",52571,4,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"949",52572,3,7,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"950",52573,3,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"951",52574,6,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"952",52575,1,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"953",52576,NA,NA,NA,NA,NA,NA,"HOQ_F","2009-2010",2009,2010
"954",52577,1,5,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"955",52578,6,8,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"956",52579,3,6,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"957",52580,99,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"958",52581,99,13,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"959",52582,1,7,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"960",52583,1,10,2,1,3,1,"HOQ_F","2009-2010",2009,2010
"961",52584,1,9,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"962",52585,5,10,3,2,2,1,"HOQ_F","2009-2010",2009,2010
"963",52586,4,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"964",52587,6,6,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"965",52588,4,2,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"966",52589,99,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"967",52590,3,11,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"968",52591,99,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"969",52592,4,6,2,3,1,2,"HOQ_F","2009-2010",2009,2010
"970",52593,3,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"971",52594,6,3,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"972",52595,1,8,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"973",52596,99,2,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"974",52597,99,6,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"975",52598,5,6,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"976",52599,2,10,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"977",52600,99,4,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"978",52601,4,4,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"979",52602,1,7,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"980",52603,2,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"981",52604,4,6,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"982",52605,5,6,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"983",52606,3,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"984",52607,3,5,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"985",52608,99,5,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"986",52609,5,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"987",52610,4,7,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"988",52611,6,6,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"989",52612,4,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"990",52613,6,7,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"991",52614,5,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"992",52615,6,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"993",52616,99,7,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"994",52617,3,4,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"995",52618,3,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"996",52619,3,5,5,1,2,2,"HOQ_F","2009-2010",2009,2010
"997",52620,1,8,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"998",52621,99,3,2,2,9,2,"HOQ_F","2009-2010",2009,2010
"999",52622,99,2,3,2,1,1,"HOQ_F","2009-2010",2009,2010
"1000",52623,1,9,3,2,1,1,"HOQ_F","2009-2010",2009,2010
"1001",52624,6,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1002",52625,99,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1003",52626,4,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1004",52627,1,8,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1005",52628,6,3,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1006",52629,3,6,5,1,2,2,"HOQ_F","2009-2010",2009,2010
"1007",52630,2,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1008",52631,3,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1009",52632,3,5,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1010",52633,99,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1011",52634,1,9,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1012",52635,5,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1013",52636,1,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1014",52637,2,7,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1015",52638,3,9,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"1016",52639,1,8,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"1017",52640,2,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1018",52641,1,7,2,2,2,1,"HOQ_F","2009-2010",2009,2010
"1019",52642,2,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1020",52643,3,9,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1021",52644,6,7,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1022",52645,3,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1023",52646,1,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1024",52647,6,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1025",52648,2,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1026",52649,5,7,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"1027",52650,99,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1028",52651,99,9,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1029",52652,4,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1030",52653,4,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1031",52654,NA,NA,NA,NA,NA,NA,"HOQ_F","2009-2010",2009,2010
"1032",52655,3,7,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1033",52656,2,4,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1034",52657,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1035",52658,6,4,3,1,2,2,"HOQ_F","2009-2010",2009,2010
"1036",52659,6,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1037",52660,1,4,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1038",52661,2,6,4,1,2,1,"HOQ_F","2009-2010",2009,2010
"1039",52662,3,8,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1040",52663,1,8,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"1041",52664,3,7,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"1042",52665,4,11,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1043",52666,6,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1044",52667,1,9,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1045",52668,99,5,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1046",52669,6,3,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1047",52670,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1048",52671,5,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1049",52672,3,7,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1050",52673,99,6,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1051",52674,4,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1052",52675,1,9,4,1,3,2,"HOQ_F","2009-2010",2009,2010
"1053",52676,99,4,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1054",52677,99,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1055",52678,2,8,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1056",52679,3,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1057",52680,1,6,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1058",52681,3,3,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1059",52682,99,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1060",52683,6,8,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1061",52684,6,7,3,1,2,1,"HOQ_F","2009-2010",2009,2010
"1062",52685,3,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1063",52686,1,7,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1064",52687,99,3,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"1065",52688,99,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1066",52689,1,8,4,1,2,2,"HOQ_F","2009-2010",2009,2010
"1067",52690,2,8,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"1068",52691,2,5,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"1069",52692,4,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1070",52693,99,5,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1071",52694,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1072",52695,2,9,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1073",52696,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1074",52697,1,11,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1075",52698,6,2,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1076",52699,99,5,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1077",52700,6,7,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1078",52701,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1079",52702,1,6,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1080",52703,3,10,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1081",52704,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1082",52705,99,5,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1083",52706,1,4,2,3,2,1,"HOQ_F","2009-2010",2009,2010
"1084",52707,5,10,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1085",52708,6,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1086",52709,1,4,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1087",52710,1,7,2,3,1,2,"HOQ_F","2009-2010",2009,2010
"1088",52711,3,5,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1089",52712,3,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1090",52713,1,6,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1091",52714,3,4,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1092",52715,99,3,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1093",52716,2,6,2,1,3,2,"HOQ_F","2009-2010",2009,2010
"1094",52717,3,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1095",52718,4,3,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1096",52719,3,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1097",52720,1,3,1,1,1,2,"HOQ_F","2009-2010",2009,2010
"1098",52721,99,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1099",52722,1,7,3,1,2,2,"HOQ_F","2009-2010",2009,2010
"1100",52723,1,7,5,1,2,2,"HOQ_F","2009-2010",2009,2010
"1101",52724,99,3,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1102",52725,4,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1103",52726,3,5,5,2,1,1,"HOQ_F","2009-2010",2009,2010
"1104",52727,99,7,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1105",52728,99,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1106",52729,3,7,5,1,2,2,"HOQ_F","2009-2010",2009,2010
"1107",52730,3,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1108",52731,1,5,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"1109",52732,99,6,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1110",52733,1,5,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1111",52734,6,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1112",52735,3,6,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"1113",52736,3,9,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1114",52737,1,6,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1115",52738,1,6,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1116",52739,3,8,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1117",52740,2,1,1,3,1,2,"HOQ_F","2009-2010",2009,2010
"1118",52741,3,7,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"1119",52742,6,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1120",52743,2,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1121",52744,2,3,5,1,2,1,"HOQ_F","2009-2010",2009,2010
"1122",52745,3,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1123",52746,NA,NA,NA,NA,NA,NA,"HOQ_F","2009-2010",2009,2010
"1124",52747,1,5,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1125",52748,6,4,5,3,1,2,"HOQ_F","2009-2010",2009,2010
"1126",52749,99,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1127",52750,1,4,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"1128",52751,1,4,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1129",52752,1,5,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1130",52753,2,6,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"1131",52754,99,4,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"1132",52755,3,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1133",52756,4,5,5,1,2,2,"HOQ_F","2009-2010",2009,2010
"1134",52757,5,4,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1135",52758,1,8,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"1136",52759,6,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1137",52760,6,4,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1138",52761,99,9,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1139",52762,99,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1140",52763,99,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1141",52764,2,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1142",52765,1,4,2,2,1,1,"HOQ_F","2009-2010",2009,2010
"1143",52766,4,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1144",52767,6,12,1,1,1,2,"HOQ_F","2009-2010",2009,2010
"1145",52768,1,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1146",52769,1,10,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1147",52770,99,7,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1148",52771,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1149",52772,3,8,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1150",52773,6,10,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1151",52774,1,999,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1152",52775,3,5,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1153",52776,1,6,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1154",52777,99,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1155",52778,99,4,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1156",52779,6,9,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1157",52780,6,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1158",52781,77,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1159",52782,1,7,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1160",52783,2,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1161",52784,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1162",52785,99,5,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1163",52786,1,6,1,1,1,2,"HOQ_F","2009-2010",2009,2010
"1164",52787,1,9,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"1165",52788,3,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1166",52789,1,5,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1167",52790,99,6,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1168",52791,1,7,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1169",52792,3,6,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1170",52793,3,3,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"1171",52794,99,5,2,2,1,1,"HOQ_F","2009-2010",2009,2010
"1172",52795,2,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1173",52796,99,8,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1174",52797,2,5,2,2,2,1,"HOQ_F","2009-2010",2009,2010
"1175",52798,99,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1176",52799,6,6,2,2,1,1,"HOQ_F","2009-2010",2009,2010
"1177",52800,3,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1178",52801,99,6,1,2,9,2,"HOQ_F","2009-2010",2009,2010
"1179",52802,5,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1180",52803,1,7,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1181",52804,99,4,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1182",52805,99,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1183",52806,99,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1184",52807,3,10,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1185",52808,2,9,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1186",52809,99,4,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1187",52810,99,8,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1188",52811,1,7,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"1189",52812,99,3,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1190",52813,1,6,3,1,2,1,"HOQ_F","2009-2010",2009,2010
"1191",52814,4,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1192",52815,3,12,4,1,2,1,"HOQ_F","2009-2010",2009,2010
"1193",52816,2,8,4,1,2,1,"HOQ_F","2009-2010",2009,2010
"1194",52817,3,3,1,2,1,1,"HOQ_F","2009-2010",2009,2010
"1195",52818,99,5,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1196",52819,3,4,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1197",52820,6,10,2,2,2,1,"HOQ_F","2009-2010",2009,2010
"1198",52821,1,6,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1199",52822,6,3,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1200",52823,99,4,3,2,2,1,"HOQ_F","2009-2010",2009,2010
"1201",52824,1,11,3,1,1,1,"HOQ_F","2009-2010",2009,2010
"1202",52825,4,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1203",52826,2,10,3,1,2,1,"HOQ_F","2009-2010",2009,2010
"1204",52827,2,5,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1205",52828,1,6,4,1,1,1,"HOQ_F","2009-2010",2009,2010
"1206",52829,1,4,1,2,1,1,"HOQ_F","2009-2010",2009,2010
"1207",52830,1,7,2,1,1,2,"HOQ_F","2009-2010",2009,2010
"1208",52831,99,4,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1209",52832,1,6,2,1,1,1,"HOQ_F","2009-2010",2009,2010
"1210",52833,3,4,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1211",52834,3,7,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1212",52835,2,3,3,2,1,2,"HOQ_F","2009-2010",2009,2010
"1213",52836,1,7,5,1,3,2,"HOQ_F","2009-2010",2009,2010
"1214",52837,99,9,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1215",52838,1,8,4,1,2,1,"HOQ_F","2009-2010",2009,2010
"1216",52839,3,7,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1217",52840,6,8,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1218",52841,99,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1219",52842,4,6,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1220",52843,1,7,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1221",52844,1,6,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1222",52845,1,5,4,1,1,2,"HOQ_F","2009-2010",2009,2010
"1223",52846,6,5,5,2,1,2,"HOQ_F","2009-2010",2009,2010
"1224",52847,99,3,3,2,2,2,"HOQ_F","2009-2010",2009,2010
"1225",52848,1,4,2,2,1,1,"HOQ_F","2009-2010",2009,2010
"1226",52849,1,8,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1227",52850,6,6,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1228",52851,99,3,1,1,1,2,"HOQ_F","2009-2010",2009,2010
"1229",52852,1,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1230",52853,3,7,5,1,1,2,"HOQ_F","2009-2010",2009,2010
"1231",52854,6,7,1,1,1,2,"HOQ_F","2009-2010",2009,2010
"1232",52855,1,1,4,2,1,2,"HOQ_F","2009-2010",2009,2010
"1233",52856,6,9,5,1,1,1,"HOQ_F","2009-2010",2009,2010
"1234",52857,1,5,4,1,2,2,"HOQ_F","2009-2010",2009,2010
"1235",52858,1,5,3,1,1,2,"HOQ_F","2009-2010",2009,2010
"1236",52859,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1237",52860,99,5,1,2,1,2,"HOQ_F","2009-2010",2009,2010
"1238",52861,99,5,2,2,3,2,"HOQ_F","2009-2010",2009,2010
"1239",52862,99,3,2,2,1,2,"HOQ_F","2009-2010",2009,2010
"1240",52863,2,7,4,1,1,1,"HOQ_F","2009-2010",2009,2010
